"Date","Price","Open","High","Low","Change %"
"06/01/2019","6.879","6.949","7.097","6.734","-2.18%"
"05/01/2019","7.032","7.411","7.426","7.030","-5.15%"
"04/01/2019","7.414","7.356","7.497","7.229","0.93%"
"03/01/2019","7.346","7.588","7.590","7.301","-3.23%"
"02/01/2019","7.591","7.470","7.699","7.425","1.44%"
"01/01/2019","7.483","7.401","7.650","7.350","1.53%"
"12/01/2018","7.370","7.646","7.703","7.218","-3.12%"
"11/01/2018","7.607","7.831","7.840","7.576","-3.13%"
"10/01/2018","7.853","7.923","8.210","7.797","-2.13%"
"09/01/2018","8.024","7.940","8.231","7.917","0.92%"
"08/01/2018","7.951","7.767","7.958","7.681","2.30%"
"07/01/2018","7.772","7.889","7.917","7.723","-1.66%"
"06/01/2018","7.903","7.860","8.000","7.769","0.98%"
"05/01/2018","7.826","7.731","7.945","7.553","0.76%"
"04/01/2018","7.767","7.333","7.797","7.123","4.99%"
"03/01/2018","7.398","7.726","7.800","7.286","-4.25%"
"02/01/2018","7.726","7.446","7.816","7.399","3.98%"
"01/01/2018","7.430","7.349","7.587","7.243","1.42%"
"12/01/2017","7.326","7.088","7.410","7.012","3.80%"
"11/01/2017","7.058","6.879","7.084","6.847","2.86%"
"10/01/2017","6.862","6.674","6.898","6.625","2.99%"
"09/01/2017","6.663","6.492","6.710","6.477","2.11%"
"08/01/2017","6.525","6.466","6.576","6.419","0.93%"
"07/01/2017","6.465","6.610","6.618","6.404","-0.71%"
"06/01/2017","6.511","6.649","6.672","6.419","-2.25%"
"05/01/2017","6.661","6.968","6.994","6.653","-4.31%"
"04/01/2017","6.961","6.658","6.983","6.554","4.55%"
"03/01/2017","6.658","6.898","6.932","6.665","-3.09%"
"02/01/2017","6.870","6.403","6.953","6.376","7.23%"
"01/01/2017","6.407","6.483","6.494","6.294","-1.61%"
"12/01/2016","6.512","6.257","6.620","6.169","4.31%"
"11/01/2016","6.243","6.873","6.929","6.113","-9.32%"
"10/01/2016","6.885","6.956","6.956","6.783","-1.05%"
"09/01/2016","6.958","7.104","7.126","6.910","-2.14%"
"08/01/2016","7.110","7.138","7.225","7.074","-0.74%"
"07/01/2016","7.163","7.441","7.441","7.161","-3.83%"
"06/01/2016","7.448","7.473","7.546","7.421","-0.31%"
"05/01/2016","7.471","7.439","7.499","7.419","0.48%"
"04/01/2016","7.435","7.451","7.496","7.353","-0.32%"
"03/01/2016","7.459","7.630","7.672","7.453","-2.15%"
"02/01/2016","7.623","7.793","7.879","7.617","-2.01%"
"01/01/2016","7.779","7.754","7.832","7.707","0.27%"
"12/01/2015","7.758","7.785","7.818","7.686","-0.36%"
"11/01/2015","7.786","7.640","7.788","7.610","1.91%"
"10/01/2015","7.640","7.527","7.648","7.496","1.34%"
"09/01/2015","7.539","7.793","7.803","7.527","-3.15%"
"08/01/2015","7.784","7.788","7.911","7.712","-0.28%"
"07/01/2015","7.806","7.865","7.909","7.725","-0.70%"
"06/01/2015","7.861","7.815","8.017","7.689","0.59%"
"05/01/2015","7.815","7.875","8.007","7.809","-0.57%"
"04/01/2015","7.860","7.722","7.873","7.711","1.58%"
"03/01/2015","7.738","7.738","7.811","7.648","0.18%"
"02/01/2015","7.724","7.700","7.752","7.640","0.43%"
"01/01/2015","7.691","7.852","7.918","7.672","-2.09%"
"12/01/2014","7.855","8.058","8.110","7.780","-2.87%"
"11/01/2014","8.087","8.262","8.266","8.059","-2.31%"
"10/01/2014","8.278","8.511","8.511","8.255","-2.74%"
"09/01/2014","8.511","8.563","8.563","8.423","-0.56%"
"08/01/2014","8.559","8.747","8.890","8.479","-1.82%"
"07/01/2014","8.718","8.739","8.840","8.634","-0.30%"
"06/01/2014","8.744","8.652","8.785","8.497","1.15%"
"05/01/2014","8.645","8.816","8.875","8.600","-2.07%"
"04/01/2014","8.828","8.863","9.129","8.811","0.27%"
"03/01/2014","8.804","8.865","8.925","8.695","-0.65%"
"02/01/2014","8.862","8.774","8.943","8.659","1.05%"
"01/01/2014","8.770","8.828","8.878","8.493","-0.57%"
"12/01/2013","8.820","9.058","9.190","8.743","-2.48%"
"11/01/2013","9.044","8.658","9.144","8.638","4.86%"
"10/01/2013","8.625","8.713","8.743","8.396","-1.61%"
"09/01/2013","8.766","8.588","8.901","8.163","1.98%"
"08/01/2013","8.596","8.172","9.484","8.038","5.19%"
"07/01/2013","8.172","7.463","8.481","7.409","9.85%"
"06/01/2013","7.439","7.424","7.592","7.192","-0.05%"
"05/01/2013","7.443","7.713","7.801","7.315","-3.73%"
"04/01/2013","7.731","7.960","8.007","7.711","-2.77%"
"03/01/2013","7.951","7.855","7.991","7.832","1.00%"
"02/01/2013","7.872","7.925","7.939","7.782","-0.51%"
"01/01/2013","7.912","7.984","8.010","7.791","-1.70%"
"12/01/2012","8.049","8.169","8.187","8.035","-1.54%"
"11/01/2012","8.175","8.221","8.237","8.163","-0.49%"
"10/01/2012","8.215","8.147","8.221","8.114","0.81%"
"09/01/2012","8.149","8.236","8.236","8.118","-1.12%"
"08/01/2012","8.241","8.243","8.280","8.108","-0.05%"
"07/01/2012","8.245","8.434","8.434","8.018","-1.61%"
"06/01/2012","8.380","8.359","8.459","8.245","0.04%"
"05/01/2012","8.377","8.703","8.703","8.364","-3.39%"
"04/01/2012","8.671","8.514","8.757","8.312","1.15%"
"03/01/2012","8.572","8.209","8.630","8.199","4.55%"
"02/01/2012","8.199","8.133","8.273","8.099","-0.82%"
"01/01/2012","8.267","8.633","8.633","8.109","-3.42%"
"12/01/2011","8.560","8.740","8.740","8.276","-2.04%"
"11/01/2011","8.738","8.956","9.132","8.730","-1.59%"
"10/01/2011","8.879","8.506","8.879","8.506","5.18%"
"09/01/2011","8.442","8.338","8.442","8.281","1.48%"
"08/01/2011","8.319","8.428","8.461","8.192","-1.60%"
"07/01/2011","8.454","8.357","8.472","8.238","1.54%"
"06/01/2011","8.326","8.357","8.397","8.196","-1.01%"
"05/01/2011","8.411","8.148","8.461","8.139","3.39%"
"04/01/2011","8.135","7.989","8.135","7.964","1.88%"
"03/01/2011","7.985","8.016","8.018","7.931","-0.09%"
"02/01/2011","7.992","8.145","8.212","7.992","-1.91%"
"01/01/2011","8.148","7.950","8.234","7.950","2.97%"
"12/01/2010","7.913","8.083","8.219","7.893","-1.90%"
"11/01/2010","8.066","8.115","8.115","7.937","-0.68%"
"10/01/2010","8.121","7.896","8.177","7.896","3.43%"
"09/01/2010","7.852","7.942","8.009","7.833","-1.06%"
"08/01/2010","7.936","7.857","8.067","7.784","1.70%"
"07/01/2010","7.803","7.521","7.803","7.521","3.20%"
"06/01/2010","7.561","7.564","7.686","7.463","-0.04%"
"05/01/2010","7.564","8.070","8.070","7.368","-6.17%"
"04/01/2010","8.061","7.843","8.124","7.772","2.69%"
"03/01/2010","7.850","7.920","8.015","7.738","-0.18%"
"02/01/2010","7.864","7.584","7.923","7.584","3.60%"
"01/01/2010","7.591","7.706","7.806","7.538","-1.15%"
"12/01/2009","7.679","7.260","7.739","7.260","5.82%"
"11/01/2009","7.257","7.288","7.359","7.168","-0.67%"
"10/01/2009","7.306","7.194","7.462","7.164","1.26%"
"09/01/2009","7.215","7.215","7.215","7.215","-2.95%"
"08/01/2009","7.434","7.434","7.434","7.434","6.23%"
"07/01/2009","6.998","6.998","6.998","6.998","-0.21%"
"06/01/2009","7.013","7.013","7.013","7.013","4.52%"
"05/01/2009","6.710","6.710","6.710","6.710","7.50%"
"04/01/2009","6.242","6.242","6.242","6.242","-11.01%"
"03/01/2009","7.014","7.014","7.014","7.014","10.84%"
"02/01/2009","6.328","6.328","6.328","6.328","2.28%"
"01/01/2009","6.187","6.187","6.187","6.187","17.62%"
"12/01/2008","5.260","5.260","5.260","5.260","-25.71%"
"11/01/2008","7.080","7.080","7.080","7.080","-5.32%"
"10/01/2008","7.478","7.478","7.478","7.478","-13.22%"
"09/01/2008","8.617","8.617","8.617","8.617","-0.95%"
"08/01/2008","8.700","8.700","8.700","8.700","-6.61%"
"07/01/2008","9.316","9.316","9.316","9.316","6.92%"
"06/01/2008","8.713","8.713","8.713","8.713","7.55%"
"05/01/2008","8.101","8.101","8.101","8.101","1.82%"
"04/01/2008","7.956","7.956","7.956","7.956","0.23%"
"03/01/2008","7.938","7.938","7.938","7.938","4.89%"
"02/01/2008","7.568","7.568","7.568","7.568","0.52%"
"01/01/2008","7.529","7.529","7.529","7.529","-3.36%"
"12/01/2007","7.791","7.791","7.791","7.791","-1.44%"
"11/01/2007","7.905","7.905","7.905","7.905","0.84%"
"10/01/2007","7.839","7.839","7.839","7.839","-1.09%"
"09/01/2007","7.925","7.925","7.925","7.925","-0.06%"
"08/01/2007","7.930","7.930","7.930","7.930","1.08%"
"07/01/2007","7.845","7.845","7.845","7.845","-4.18%"
"06/01/2007","8.187","8.187","8.187","8.187","1.32%"
"05/01/2007","8.080","8.080","8.080","8.080","-1.14%"
"04/01/2007","8.173","8.173","8.173","8.173","1.88%"
"03/01/2007","8.022","8.022","8.022","8.022","0.28%"
"02/01/2007","8.000","8.000","8.000","8.000","3.39%"
"01/01/2007","7.738","7.738","7.738","7.738","1.56%"
"12/01/2006","7.619","7.619","7.619","7.619","2.63%"
"11/01/2006","7.424","7.424","7.424","7.424","-2.64%"
"10/01/2006","7.625","7.625","7.625","7.625","-0.22%"
"09/01/2006","7.642","7.642","7.642","7.642","-3.16%"
"08/01/2006","7.891","7.891","7.891","7.891","-4.21%"
"07/01/2006","8.238","8.238","8.238","8.238","1.07%"
"06/01/2006","8.151","8.151","8.151","8.151","6.42%"
"05/01/2006","7.659","7.659","7.659","7.659","3.64%"
"04/01/2006","7.390","7.390","7.390","7.390","-2.12%"
"03/01/2006","7.550","7.550","7.550","7.550","2.12%"
"02/01/2006","7.393","7.393","7.393","7.393","0.28%"
"01/01/2006","7.372","7.372","7.372","7.372","3.68%"
"12/01/2005","7.110","7.110","7.110","7.110","0.38%"
"11/01/2005","7.083","7.083","7.083","7.083","-0.23%"
"10/01/2005","7.099","7.099","7.099","7.099","-0.03%"
"09/01/2005","7.101","7.101","7.101","7.101","0.10%"
"08/01/2005","7.094","7.094","7.094","7.094","1.43%"
"07/01/2005","6.994","6.994","6.994","6.994","1.26%"
"06/01/2005","6.907","6.907","6.907","6.907","-1.03%"
"05/01/2005","6.979","6.979","6.979","6.979","-5.14%"
"04/01/2005","7.357","7.357","7.357","7.357","10.20%"
"03/01/2005","6.676","6.676","6.676","6.676","1.94%"
"02/01/2005","6.549","6.549","6.549","6.549","-2.30%"
"01/01/2005","6.703","6.703","6.703","6.703","-0.04%"
"12/01/2004","6.706","6.706","6.706","6.706","-6.82%"
"11/01/2004","7.197","7.197","7.197","7.197","3.82%"
"10/01/2004","6.932","6.932","6.932","6.932","11.02%"
"09/01/2004","6.244","6.244","6.244","6.244","2.55%"
"08/01/2004","6.089","6.089","6.089","6.089","-0.78%"
"07/01/2004","6.137","6.137","6.137","6.137","4.91%"
"06/01/2004","5.850","5.850","5.850","5.850","10.92%"
"05/01/2004","5.274","5.274","5.274","5.274","3.07%"
"04/01/2004","5.117","5.117","5.117","5.117","-0.58%"
"03/01/2004","5.147","5.147","5.147","5.147","-2.17%"
"02/01/2004","5.261","5.261","5.261","5.261","0.73%"
"01/01/2004","5.223","5.223","5.223","5.223","1.97%"
"12/01/2003","5.122","5.122","5.122","5.122","-0.70%"
"11/01/2003","5.158","5.158","5.158","5.158","1.14%"
"10/01/2003","5.100","5.100","5.100","5.100","-1.43%"
"09/01/2003","5.174","5.174","5.174","5.174","-1.71%"
"08/01/2003","5.264","5.264","5.264","5.264","-6.27%"
"07/01/2003","5.616","5.616","5.616","5.616","-1.96%"
"06/01/2003","5.728","5.728","5.728","5.728","-1.19%"
"05/01/2003","5.797","5.797","5.797","5.797","-1.45%"
"04/01/2003","5.882","5.882","5.882","5.882","-4.00%"
"03/01/2003","6.127","6.127","6.127","6.127","2.70%"
"02/01/2003","5.966","5.966","5.966","5.966","-5.65%"
"01/01/2003","6.323","6.323","6.323","6.323","3.95%"
"12/01/2002","6.083","6.083","6.083","6.083","-5.32%"
"11/01/2002","6.425","6.425","6.425","6.425","-7.22%"
"10/01/2002","6.925","6.925","6.925","6.925","-3.39%"
"09/01/2002","7.168","7.168","7.168","7.168","0.10%"
"08/01/2002","7.161","7.161","7.161","7.161","-2.01%"
"07/01/2002","7.308","7.308","7.308","7.308","-2.36%"
"06/01/2002","7.485","7.485","7.485","7.485","-3.08%"
"05/01/2002","7.723","7.723","7.723","7.723","4.22%"
"04/01/2002","7.410","7.410","7.410","7.410","0.69%"
"03/01/2002","7.359","7.359","7.359","7.359","-3.51%"
"02/01/2002","7.627","7.627","7.627","7.627","-0.55%"
"01/01/2002","7.669","7.669","7.669","7.669","-3.40%"
"12/01/2001","7.939","7.939","7.939","7.939","0.75%"
"11/01/2001","7.880","7.880","7.880","7.880","-10.45%"
"10/01/2001","8.800","8.800","8.800","8.800","-3.53%"
"09/01/2001","9.122","9.122","9.122","9.122","0.09%"
"08/01/2001","9.114","9.114","9.114","9.114","-2.66%"
"07/01/2001","9.363","9.363","9.363","9.363","-1.45%"
"06/01/2001","9.501","9.501","9.501","9.501","-2.67%"
"05/01/2001","9.762","9.762","9.762","9.762","-3.59%"
"04/01/2001","10.125","10.125","10.125","10.125","-2.01%"
"03/01/2001","10.333","10.333","10.333","10.333","2.53%"
"02/01/2001","10.078","10.078","10.078","10.078","-3.32%"
"01/01/2001","10.424","10.424","10.424","10.424","-4.23%"
"12/01/2000","10.884","10.884","10.884","10.884","-4.09%"
"11/01/2000","11.348","11.348","11.348","11.348","-2.17%"
"10/01/2000","11.600","11.600","11.600","11.600","0.52%"
"09/01/2000","11.540","11.540","11.540","11.540","0.30%"
"08/01/2000","11.505","11.505","11.505","11.505","1.33%"
"07/01/2000","11.354","11.354","11.354","11.354","2.67%"
"06/01/2000","11.059","11.059","11.059","11.059","2.14%"
"05/01/2000","10.827","10.827","10.827","10.827","4.47%"
"04/01/2000","10.364","10.364","10.364","10.364","-3.64%"
"03/01/2000","10.756","10.756","10.756","10.756","3.37%"
"02/01/2000","10.405","10.405","10.405","10.405","-4.52%"
"01/01/2000","10.897","10.897","10.897","10.897","-2.68%"
"12/01/1999","11.197","11.197","11.197","11.197","-1.64%"
"11/01/1999","11.384","11.384","11.384","11.384","-1.19%"
"10/01/1999","11.521","11.521","11.521","11.521","-0.97%"
"09/01/1999","11.634","11.634","11.634","11.634","0.40%"
"08/01/1999","11.588","11.588","11.588","11.588","-0.73%"
"07/01/1999","11.673","11.673","11.673","11.673","-1.50%"
"06/01/1999","11.851","11.851","11.851","11.851","1.29%"
"05/01/1999","11.700","11.700","11.700","11.700","-1.56%"
"04/01/1999","11.886","11.886","11.886","11.886","-0.90%"
"03/01/1999","11.994","11.994","11.994","11.994","-1.87%"
"02/01/1999","12.223","12.223","12.223","12.223","0.03%"
"01/01/1999","12.219","12.219","12.219","12.219","0.05%"
"12/01/1998","12.213","12.213","12.213","12.213","-0.07%"
"11/01/1998","12.221","12.221","12.221","12.221","-0.66%"
"10/01/1998","12.302","12.302","12.302","12.302","0.12%"
"09/01/1998","12.287","12.287","12.287","12.287","0.38%"
"08/01/1998","12.241","12.241","12.241","12.241","0.34%"
"07/01/1998","12.200","12.200","12.200","12.200","0.68%"
"06/01/1998","12.117","12.117","12.117","12.117","0.56%"
"05/01/1998","12.049","12.049","12.049","12.049","2.27%"
"04/01/1998","11.781","11.781","11.781","11.781","-2.52%"
"03/01/1998","12.086","12.086","12.086","12.086","-5.27%"
