"Date","Price","Open","High","Low","Change %"
"01-06-2019","10.450","10.450","10.450","10.450","-0.95%"
"01-05-2019","10.550","10.550","10.550","10.550","-4.95%"
"01-04-2019","11.100","11.100","11.100","11.100","-2.63%"
"01-03-2019","11.400","11.400","11.400","11.400","0.00%"
"01-02-2019","11.400","11.400","11.400","11.400","0.44%"
"01-01-2019","11.350","11.350","11.350","11.350","-5.02%"
"01-12-2018","11.950","11.950","11.950","11.950","-4.40%"
"01-11-2018","12.500","12.500","12.500","12.500","4.60%"
"01-10-2018","11.950","11.950","11.950","11.950","4.82%"
"01-09-2018","11.400","11.400","11.400","11.400","9.62%"
"01-08-2018","10.400","10.400","10.400","10.400","-0.48%"
"01-07-2018","10.450","10.450","10.450","10.450","-1.88%"
"01-06-2018","10.650","10.650","10.650","10.650","-0.47%"
"01-05-2018","10.700","10.700","10.700","10.700","2.39%"
"01-04-2018","10.450","10.450","10.450","10.450","0.97%"
"01-03-2018","10.350","10.350","10.350","10.350","-1.43%"
"01-02-2018","10.500","10.500","10.500","10.500","7.69%"
"01-01-2018","9.750","9.750","9.750","9.750","-3.94%"
"01-12-2017","10.150","10.150","10.150","10.150","-2.40%"
"01-11-2017","10.400","10.400","10.400","10.400","-0.48%"
"01-10-2017","10.450","10.450","10.450","10.450","0.11%"
"01-09-2017","10.438","10.438","10.438","10.438","-2.99%"
"01-08-2017","10.760","10.760","10.760","10.760","-0.30%"
"01-07-2017","10.792","10.792","10.792","10.792","-6.41%"
"01-06-2017","11.531","11.531","11.531","11.531","-2.28%"
"01-05-2017","11.800","11.800","11.800","11.800","-1.46%"
"01-04-2017","11.975","11.975","11.975","11.975","-7.07%"
"01-03-2017","12.886","12.886","12.886","12.886","-1.76%"
"01-02-2017","13.117","13.117","13.117","13.117","3.05%"
"01-01-2017","12.729","12.729","12.729","12.729","2.24%"
"01-12-2016","12.450","12.450","12.450","12.450","-2.03%"
"01-11-2016","12.708","12.708","12.708","12.708","5.90%"
"01-10-2016","12.000","12.000","12.000","12.000","7.03%"
"01-09-2016","11.212","11.212","11.212","11.212","-9.21%"
"01-08-2016","12.350","12.350","12.350","12.350","-1.89%"
"01-07-2016","12.588","12.588","12.588","12.588","-0.72%"
"01-06-2016","12.679","12.679","12.679","12.679","0.40%"
"01-05-2016","12.629","12.629","12.629","12.629","3.31%"
"01-04-2016","12.224","12.224","12.224","12.224","-7.46%"
"01-03-2016","13.210","13.210","13.210","13.210","9.17%"
"01-02-2016","12.100","12.100","12.100","12.100","9.83%"
"01-01-2016","11.017","11.017","11.017","11.017","-0.69%"
"01-12-2015","11.093","11.093","11.093","11.093","14.01%"
"01-11-2015","9.730","9.730","9.730","9.730","1.21%"
"01-10-2015","9.614","9.614","9.614","9.614","-8.87%"
"01-09-2015","10.550","10.550","10.550","10.550","2.93%"
"01-08-2015","10.250","10.250","10.250","10.250","7.52%"
"01-07-2015","9.533","9.533","9.533","9.533","3.22%"
"01-06-2015","9.236","9.236","9.236","9.236","2.39%"
"01-05-2015","9.020","9.020","9.020","9.020","-0.34%"
"01-04-2015","9.051","9.051","9.051","9.051","-10.00%"
"01-03-2015","10.057","10.057","10.057","10.057","16.00%"
"01-02-2015","8.670","8.670","8.670","8.670","7.20%"
"01-01-2015","8.088","8.088","8.088","8.088","1.95%"
"01-12-2014","7.933","7.933","7.933","7.933","-3.35%"
"01-11-2014","8.208","8.208","8.208","8.208","1.72%"
"01-10-2014","8.069","8.069","8.069","8.069","7.43%"
